rank,name,title,status,commits,description,last_updated,last_checked,builder,has_screenshots,has_icon,has_prompts,prompt_count,repo_url,landing_url,categories
366,base-pet-game,Base Pet Game,Active,4,"A hyper‑addictive single‑page pet game where your SVG pet grows, evolves, and battles. Feed, play, breed, and share your pet’s adventures!",2025-11-21T01:50:32Z,2025-11-24T21:23:33.906663,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/base-pet-game,https://base-pet-game.miniapp-factory.marketplace.openxai.network,"Game, Social"
,base-quest,Base Quest,Pending,,,,,,,,,,https://github.com/miniapp-factory/base-quest,https://base-quest.miniapp-factory.marketplace.openxai.network,
917,base-quiz,Base Quiz,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-21T17:54:30Z,2025-11-24T21:27:44.954929,,Yes,Yes,No,0,https://github.com/miniapp-factory/base-quiz,https://base-quiz.miniapp-factory.marketplace.openxai.network,AI
367,base-slots,Base Slots,Active,4,Find out how similar you are to Elon Musk with our fun quiz!,2025-11-22T16:57:28Z,2025-11-24T21:27:44.954929,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/base-slots,https://base-slots.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
871,base-snake,Base Snake,Active,2,Mini app called “Base Snake”.,2025-11-20T14:17:28Z,2025-11-24T21:27:44.954929,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/base-snake,https://base-snake.miniapp-factory.marketplace.openxai.network,"Classic, Social"
128,base-survival,Base Survival,Active,10,Guess the right block 5 times to build your score. Your best runs live on Base.,2025-11-20T18:20:51Z,2025-11-24T21:27:44.954929,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/base-survival,https://base-survival.miniapp-factory.marketplace.openxai.network,Shooter
,base-tic-tac-fly,Base Tic Tac Fly,Pending,,,,,,,,,,https://github.com/miniapp-factory/base-tic-tac-fly,https://base-tic-tac-fly.miniapp-factory.marketplace.openxai.network,
368,baseapp,Baseapp,Active,4,Spin the slot machine and win fruit prizes!,2025-11-20T15:08:19Z,2025-11-24T21:27:44.954929,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/baseapp,https://baseapp.miniapp-factory.marketplace.openxai.network,"Casino, Social"
872,basebuilder,Basebuilder,Active,2,"Slot machine with 3 columns and 3 rows, each slot contains one fruit.",2025-11-21T03:17:40Z,2025-11-24T21:27:44.954929,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/basebuilder,https://basebuilder.miniapp-factory.marketplace.openxai.network,"Casino, Social"
16,based-endorsement,Based Endorsement,Active,7,Predict whether Bitcoin will go up today with a simple voting interface.,2025-11-23T16:15:49Z,2025-11-24T13:56:57.547145,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/based-endorsement,https://based-endorsement.miniapp-factory.marketplace.openxai.network,"Card Game, Social, Tracker"
,based-restaurant,Based Restaurant,Pending,,,,,,,,,,https://github.com/miniapp-factory/based-restaurant,https://based-restaurant.miniapp-factory.marketplace.openxai.network,
369,based-secrets,Based Secrets,Active,4,"An anonymous, addictive confession and betting dApp on BASE chain.",2025-11-21T03:34:09Z,2025-11-24T21:27:44.954929,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/based-secrets,https://based-secrets.miniapp-factory.marketplace.openxai.network,"Card Game, Social"
918,based-slots,Based Slots,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T04:58:05Z,2025-11-24T21:27:44.954929,,Yes,Yes,No,0,https://github.com/miniapp-factory/based-slots,https://based-slots.miniapp-factory.marketplace.openxai.network,AI
864,based-snake,Based Snake,Active,3,I want to create a Snake game mini-app with a simple mobile-friendly interface.,2025-11-20T18:50:21Z,2025-11-24T21:27:44.954929,,Yes,Yes,Yes,2,https://github.com/miniapp-factory/based-snake,https://based-snake.miniapp-factory.marketplace.openxai.network,Classic
,basemood,Basemood,Pending,,,,,,,,,,https://github.com/miniapp-factory/basemood,https://basemood.miniapp-factory.marketplace.openxai.network,
370,baseweb3bot,Baseweb3Bot,Active,4,"Smart Contract & Transaction Security Analyzer for Base network, powered by decentralized AI.",2025-11-22T17:29:32Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/baseweb3bot,https://baseweb3bot.miniapp-factory.marketplace.openxai.network,"AI, Game, Social"
371,basic-investmentadvisor,Basic Investmentadvisor,Active,4,Explains investment concepts and risk levels.,2025-11-22T08:38:02Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/basic-investmentadvisor,https://basic-investmentadvisor.miniapp-factory.marketplace.openxai.network,Finance
,basic-token-performance-chart,Basic Token Performance Chart,Pending,,,,,,,,,,https://github.com/miniapp-factory/basic-token-performance-chart,https://basic-token-performance-chart.miniapp-factory.marketplace.openxai.network,
373,basictokeninfo,Basictokeninfo,Active,4,Basic Token Info Lookup allows users to quickly view essential information about selected cryptocurrencies.,2025-11-21T11:37:00Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/basictokeninfo,https://basictokeninfo.miniapp-factory.marketplace.openxai.network,Game
374,basisbase,Basisbase,Active,4,"A decentralized leasing and profit‑sharing protocol on Binance Chain, compliant with Islamic finance principles.",2025-11-21T21:28:35Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/basisbase,https://basisbase.miniapp-factory.marketplace.openxai.network,"Finance, Game"
375,basketball,Basketball,Active,4,Pick teams and play exciting fantasy basketball matchups!,2025-11-22T16:44:32Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/basketball,https://basketball.miniapp-factory.marketplace.openxai.network,Game
46,basketshooter,Basketshooter,Active,5,An app that outlines strengths and weaknesses from public data.,2025-11-23T02:44:57Z,2025-11-24T17:00:42.938691,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/basketshooter,https://basketshooter.miniapp-factory.marketplace.openxai.network,Utility
376,batman,Batman,Active,4,Spin the slot machine and win fruit prizes!,2025-11-22T19:59:04Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/batman,https://batman.miniapp-factory.marketplace.openxai.network,"Casino, Social"
,bato-bato-pick,Bato Bato Pick,Pending,,,,,,,,,,https://github.com/miniapp-factory/bato-bato-pick,https://bato-bato-pick.miniapp-factory.marketplace.openxai.network,
873,bb-vine,Bb Vine,Active,2,"Allows someone to find out which animal (cat, dog, fox, hamster, horse) they are most similar to by answering 5 multiple.",2025-11-21T05:05:58Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bb-vine,https://bb-vine.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
377,bdba,Bdba,Active,4,Play 2048 in the Mini App Factory!,2025-11-20T17:02:02Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bdba,https://bdba.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
277,bembi,Bembi,Active,5,Play the classic 2048 game in this mini app.,2025-11-21T10:58:29Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bembi,https://bembi.miniapp-factory.marketplace.openxai.network,"Puzzle, Social"
378,bercerk,Bercerk,Active,4,"An AI-powered system that detects early‑stage market narratives, identifies coordinated manipulation attempts, and predicts narrative‑driven price...",2025-11-20T18:08:07Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bercerk,https://bercerk.miniapp-factory.marketplace.openxai.network,"AI, Education, Language Learning, Platformer, Social"
379,berri,Berri,Active,4,Track your mood and journal your thoughts with ease.,2025-11-20T21:14:59Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/berri,https://berri.miniapp-factory.marketplace.openxai.network,"Fitness, Health, Platformer, Social, Tracker"
380,beta,Beta,Active,4,"A simple learning app where users can study short lessons, watch examples, take quizzes, and track their progress.",2025-11-20T18:09:11Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/beta,https://beta.miniapp-factory.marketplace.openxai.network,"Education, Language Learning"
381,bfdhd,Bfdhd,Active,4,Discover which animal you are most like with our fun quiz!,2025-11-20T16:51:19Z,2025-11-24T22:07:46.905384,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bfdhd,https://bfdhd.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
919,bhimteck,Bhimteck,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-20T16:06:49Z,2025-11-24T22:07:46.905384,,Yes,Yes,No,0,https://github.com/miniapp-factory/bhimteck,https://bhimteck.miniapp-factory.marketplace.openxai.network,AI
920,bhupendra00,Bhupendra00,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-20T17:55:38Z,2025-11-24T22:07:46.905384,,Yes,Yes,No,0,https://github.com/miniapp-factory/bhupendra00,https://bhupendra00.miniapp-factory.marketplace.openxai.network,AI
382,bibi,Bibi,Active,4,An app that provides information about various diseases.,2025-11-20T20:13:04Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bibi,https://bibi.miniapp-factory.marketplace.openxai.network,Utility
383,bibl,Bibl,Active,4,A simple app to read and study Bible verses.,2025-11-21T04:20:04Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bibl,https://bibl.miniapp-factory.marketplace.openxai.network,Education
384,bible-app,Bible App,Active,4,"A web application providing multiple Bible translations, search, commentary, and historical context.",2025-11-20T19:01:44Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bible-app,https://bible-app.miniapp-factory.marketplace.openxai.network,"Education, Language Learning, Platformer, Social"
385,billionaireadvice,Billionaireadvice,Active,4,Get advice from a billionaire mentor.,2025-11-22T15:32:18Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/billionaireadvice,https://billionaireadvice.miniapp-factory.marketplace.openxai.network,Utility
110,billionzeon-app,Billionzeon App,Active,18,"Racing arcade game on mobile. Drift, earn REP and CASH, unlock cars and skins.",2025-11-23T01:31:04Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,7,https://github.com/miniapp-factory/billionzeon-app,https://billionzeon-app.miniapp-factory.marketplace.openxai.network,"Casino, Social"
386,binyxt,Binyxt,Active,4,Spin the fruits and win big with the Fruit Slot Machine!,2025-11-21T11:14:42Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/binyxt,https://binyxt.miniapp-factory.marketplace.openxai.network,"Casino, Social"
,biology-quiz-app,Biology Quiz App,Pending,,,,,,,,,,https://github.com/miniapp-factory/biology-quiz-app,https://biology-quiz-app.miniapp-factory.marketplace.openxai.network,
874,birthday-reminder-app,Birthday Reminder App,Active,2,Birthday reminder app.,2025-11-20T19:40:56Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/birthday-reminder-app,https://birthday-reminder-app.miniapp-factory.marketplace.openxai.network,Other
921,bitcoin-app,Bitcoin App,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-20T15:55:45Z,2025-11-24T22:09:02.677004,,Yes,Yes,No,0,https://github.com/miniapp-factory/bitcoin-app,https://bitcoin-app.miniapp-factory.marketplace.openxai.network,"AI, Crypto"
,black-hole,Black Hole,Pending,,,,,,,,,,https://github.com/miniapp-factory/black-hole,https://black-hole.miniapp-factory.marketplace.openxai.network,
,black-swan,Black Swan,Pending,,,,,,,,,,https://github.com/miniapp-factory/black-swan,https://black-swan.miniapp-factory.marketplace.openxai.network,
,blackhole-portal,Blackhole Portal,Pending,,,,,,,,,,https://github.com/miniapp-factory/blackhole-portal,https://blackhole-portal.miniapp-factory.marketplace.openxai.network,
387,blackmagic,Blackmagic,Active,4,"An app to capture, organize, and inspire creative ideas across projects, hobbies, and more.",2025-11-20T21:18:29Z,2025-11-24T22:09:02.677004,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/blackmagic,https://blackmagic.miniapp-factory.marketplace.openxai.network,"AI, Platformer, Social"
388,blockchain-gas-predictor,Blockchain Gas Predictor,Active,4,Blockchain Gas Predictor is a Mini App that forecasts future gas fees across multiple blockchains.,2025-11-22T09:29:13Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/blockchain-gas-predictor,https://blockchain-gas-predictor.miniapp-factory.marketplace.openxai.network,"Finance, Game"
875,blog-pr-writing-assistan,Blog Pr Writing Assistan,Active,2,"Suggests titles, outlines, and full content.",2025-11-22T03:52:27Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/blog-pr-writing-assistan,https://blog-pr-writing-assistan.miniapp-factory.marketplace.openxai.network,Utility
389,boban,Boban,Active,4,Take the quiz to discover which animal you resemble most and share your result!,2025-11-22T15:53:04Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/boban,https://boban.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
278,bobo,Bobo,Active,5,"Color Match Tap is a fast-paced reaction game where colored circles appear on the screen, and you must quickly tap only the circles that match the...",2025-11-20T18:47:20Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bobo,https://bobo.miniapp-factory.marketplace.openxai.network,Game
390,bobreku,Bobreku,Active,4,Discover which animal you are most similar to by answering a few fun questions!,2025-11-20T16:03:32Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bobreku,https://bobreku.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
391,bogoblog,Bogoblog,Active,4,"Explore, learn, and engage with Christianity through interactive features, Bible translations, devotionals, quizzes, and AI-powered suggestions.",2025-11-21T00:18:55Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bogoblog,https://bogoblog.miniapp-factory.marketplace.openxai.network,"AI, Education, Fitness, Health, Language Learning, Quiz, Social"
876,bokies,Bokies,Active,2,Ollaborative Writing App (Books & Poetry) Create a detailed concept and technical specification for a collaborative writing app where multiple.,2025-11-20T23:18:12Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bokies,https://bokies.miniapp-factory.marketplace.openxai.network,"AI Chat, Generator, Social"
67,bombdiffuse,Bombdiffuse,Active,4,Generate scripts for TikTok and Reels with ease.,2025-11-23T03:07:16Z,2025-11-24T17:00:42.938691,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bombdiffuse,https://bombdiffuse.miniapp-factory.marketplace.openxai.network,Generator
,bonfire,Bonfire,Inactive,6,Bonfire mini app on Mini App Factory,2025-11-25T13:43:00Z,2025-11-26T13:38:44.562365,,Yes,Yes,No,0,https://github.com/miniapp-factory/bonfire,https://bonfire.miniapp-factory.marketplace.openxai.network,Inactive
392,boomber,Boomber,Active,4,"Avoid The Bomb is a fast-paced reflex tapping game where coins and bombs fall from the top of the screen, and your goal is to tap only the coins...",2025-11-20T18:35:28Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/boomber,https://boomber.miniapp-factory.marketplace.openxai.network,"Education, Game, Language Learning"
393,boss,Boss,Active,4,A simple app that prints multiplication tables for any number entered by the user.,2025-11-21T16:10:41Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/boss,https://boss.miniapp-factory.marketplace.openxai.network,Utility
922,boss-raid-base,Boss Raid Base,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T06:10:50Z,2025-11-24T23:14:32.222489,,Yes,Yes,No,0,https://github.com/miniapp-factory/boss-raid-base,https://boss-raid-base.miniapp-factory.marketplace.openxai.network,AI
923,bossluth-app,Bossluth App,Active,1,An AI-powered tool that helps with mini app factory app.,2025-11-22T08:07:30Z,2025-11-24T23:14:32.222489,,Yes,Yes,No,0,https://github.com/miniapp-factory/bossluth-app,https://bossluth-app.miniapp-factory.marketplace.openxai.network,AI
279,bounce,Bounce,Active,5,Find out which animal you are most similar to with our fun quiz!,2025-11-20T15:48:53Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,1,https://github.com/miniapp-factory/bounce,https://bounce.miniapp-factory.marketplace.openxai.network,"Education, Quiz, Social"
129,bouncy-banana,Bouncy Banana,Active,10,A physics-based launcher game where you bounce a banana into a barrel. Play on Warpcast!,2025-11-22T14:10:10Z,2025-11-24T23:14:32.222489,,Yes,Yes,Yes,3,https://github.com/miniapp-factory/bouncy-banana,https://bouncy-banana.miniapp-factory.marketplace.openxai.network,"Platformer, Social"
,bounty-go,Bounty Go,Inactive,8,SearchReplaceNoExactMatch: This SEARCH block failed to exactly match lines in mini-app/components/falling-sand.tsx,2025-11-25T11:09:36Z,2025-11-26T13:38:44.562365,,Yes,Yes,Yes,21,https://github.com/miniapp-factory/bounty-go,https://bounty-go.miniapp-factory.marketplace.openxai.network,Inactive
